No,X,Y,SiteName,SiteID,Context,SiteType,SampleID,Lab,LabID,Material,BP,Error,References
137,,,몽촌토성 북서벽 구 목책 설치구간,성벽,1pit 바닥 채취,성벽,몽촌-14-17,한국지질자원연구원,KGM-OWd150402,Charcoal,1550,30,"한성백제박물관, 2016, 몽촌토성Ⅰ"
138,,,몽촌토성 북서벽 구 목책 설치구간,수혈,수혈 바닥 채취,수혈,몽촌-14-18,한국지질자원연구원,KGM-OWd150403,Charcoal,1600,40,"한성백제박물관, 2016, 몽촌토성Ⅰ"
139,,,몽촌토성 북문지 일원(통일신라시대),19호 주거지,,주거지,몽촌-15-2,한국지질자원연구원,KGM-OWd150686,Charcoal,1590,30,"한성백제박물관, 2019, 몽촌토성Ⅲ"
140,,,몽촌토성 북문지 일원(통일신라시대),20호 주거지,생활면,주거지,몽촌-15-3,한국지질자원연구원,KGM-OWd150687,Charcoal,1300,40,"한성백제박물관, 2019, 몽촌토성Ⅲ"
141,,,몽촌토성 북문지 일원(통일신라시대),20호 주거지,아궁이,주거지,몽촌-15-4,한국지질자원연구원,KGM-OWd150688,Charcoal,1320,30,"한성백제박물관, 2019, 몽촌토성Ⅲ"
142,,,몽촌토성 북문지 일원(통일신라시대),26호 주거지,재층(내부토),주거지,몽촌-15-5,한국지질자원연구원,KGM-OWd150689,Charcoal,1480,50,"한성백제박물관, 2019, 몽촌토성Ⅲ"
143,,,몽촌토성 북문지 일원(통일신라시대),27호 주거지,생활면,주거지,몽촌-15-6,한국지질자원연구원,KGM-OWd150690,Charcoal,1700,40,"한성백제박물관, 2019, 몽촌토성Ⅲ"
144,,,몽촌토성 북문지 일원(통일신라시대),27호 주거지,아궁이,주거지,몽촌-15-7,한국지질자원연구원,KGM-OWd150691,Charcoal,1590,30,"한성백제박물관, 2019, 몽촌토성Ⅲ"
145,,,몽촌토성 북문지 일원(통일신라시대),28호 주거지,생활면,주거지,몽촌-15-8,한국지질자원연구원,KGM-OWd150692,Charcoal,1290,40,"한성백제박물관, 2019, 몽촌토성Ⅲ"
146,,,몽촌토성 북문지 일원(통일신라시대),주혈군 B군,,주혈,몽촌-15-13,한국지질자원연구원,KGM-OWd160101,Charcoal,1770,40,"한성백제박물관, 2019, 몽촌토성Ⅲ"
147,,,몽촌토성 북문지 일원(통일신라시대),3호 수혈,바닥 재층,수혈,몽촌-15-22,한국지질자원연구원,KGM-OWd160110,Charcoal,1670,30,"한성백제박물관, 2019, 몽촌토성Ⅲ"
148,,,몽촌토성 북문지 일원(통일신라시대),2지구 주혈군,바닥,주혈,몽촌-15-23,한국지질자원연구원,KGM-OWd160111,Charcoal,1640,30,"한성백제박물관, 2019, 몽촌토성Ⅲ"
149,,,몽촌토성 북문지 일원(통일신라시대),2지구 우물,우물 바닥면 재층,우물,몽촌-15-24,한국지질자원연구원,KGM-OWd160112,Charcoal,1380,30,"한성백제박물관, 2019, 몽촌토성Ⅲ"
150,,,몽촌토성 북문지 일원(통일신라시대),2지구 1호 수혈,생활면,수혈,몽촌-18-04,Radpion,RPC-190055,Charcoal,1770,40,"한성백제박물관, 2019, 몽촌토성Ⅲ"
151,,,몽촌토성 북문지 일원(삼국시대 1),I-2호 수혈,바닥,수혈,몽촌-14-13,한국지질자원연구원,KGM-OWd150398,Charcoal,1640,30,"한성백제박물관, 2021, 몽촌토성Ⅳ"
152,,,몽촌토성 북문지 일원(삼국시대 1),I-5호 수혈,바닥 재층,수혈,몽촌15-15,한국지질자원연구원,KGM-OWd160103,Charcoal,1610,30,"한성백제박물관, 2021, 몽촌토성Ⅳ"
153,,,몽촌토성 북문지 일원(삼국시대 1),I-6호 수혈,바닥 재층,수혈,몽촌-15-16,한국지질자원연구원,KGM-OWd160104,Charcoal,1590,30,"한성백제박물관, 2021, 몽촌토성Ⅳ"
154,,,몽촌토성 북문지 일원(삼국시대 1),I-6호 수혈,,수혈,몽촌-16-16,한국지질자원연구원,KGM-OWd170052,Charcoal,1560,30,"한성백제박물관, 2021, 몽촌토성Ⅳ"
155,,,몽촌토성 북문지 일원(삼국시대 1),I-6호 수혈,재층(초본류),수혈,몽촌-16-17,한국지질자원연구원,KGM-OWd170053,Charcoal,1780,30,"한성백제박물관, 2021, 몽촌토성Ⅳ"
