No,Code,X,Y,SiteName,FeatureName,Context,SiteType,SampleID,Lab,LabID,Material,BP,Error,灌13C,References,ETC
300,SCT-65,209030,544659,Seokchon-dong Tombs,Stone-mound Tomb No. 28,Lower Gravel Layer,Tomb,-,Radpion,RPC-220177,Charcoal,1750,30,-27.6,"Seoul Baekje Museum, 2022, Excavation Report  on the Seokchon-dong Ancient Tomb No. 1, Seoul",-
301,SCT-66,209030,544659,Seokchon-dong Tombs,Stone-mound Tomb No. 28,Lower Gravel Layer,Tomb,-,Radpion,RPC-220178,Charcoal,1760,30,-19.5,"Seoul Baekje Museum, 2022, Excavation Report  on the Seokchon-dong Ancient Tomb No. 1, Seoul",-
302,SCT-67,209026,544664,Seokchon-dong Tombs,Pit No. 2,Upper Deposit,Pit,-,Radpion,RPC-220179,Charcoal,2220,30,-20.7,"Seoul Baekje Museum, 2022, Excavation Report  on the Seokchon-dong Ancient Tomb No. 1, Seoul",-
303,SCT-68,209026,544664,Seokchon-dong Tombs,Pit No. 2,Samples recovered from the stratigraphic profile,Pit,-,Radpion,RPC-220180,Charcoal,2240,30,-22.5,"Seoul Baekje Museum, 2022, Excavation Report  on the Seokchon-dong Ancient Tomb No. 1, Seoul",-
304,SCT-69,209026,544677,Seokchon-dong Tombs,Pit No. 3,-,Pit,-,Radpion,RPC-220181,Charcoal,1800,40,-19.6,"Seoul Baekje Museum, 2022, Excavation Report  on the Seokchon-dong Ancient Tomb No. 1, Seoul",-
305,SCT-70,209026,544677,Seokchon-dong Tombs,Pit No. 3,-,Pit,-,Radpion,RPC-220182,Charcoal,1760,40,-24.6,"Seoul Baekje Museum, 2022, Excavation Report  on the Seokchon-dong Ancient Tomb No. 1, Seoul",-
306,SCT-71,209026,544677,Seokchon-dong Tombs,Pit No. 3,-,Pit,-,Radpion,RPC-220183,Charcoal,1720,40,-28.9,"Seoul Baekje Museum, 2022, Excavation Report  on the Seokchon-dong Ancient Tomb No. 1, Seoul",-
307,SCT-72,209026,544677,Seokchon-dong Tombs,Pit No. 3,-,Pit,-,Radpion,RPC-220184,Charcoal,1780,40,-25.5,"Seoul Baekje Museum, 2022, Excavation Report  on the Seokchon-dong Ancient Tomb No. 1, Seoul",-
308,SCT-73,209025,544728,Seokchon-dong Tombs,Stone-mound Tomb No. 2,Broken stone pavement layer within the trench,Tomb,-,Radpion,RPC-230536,Charcoal,1770,40,-24.7,"Seoul Baekje Museum, 2023, Excavation Report  on the Seokchon-dong Ancient Tomb No. 1, Seoul",-
309,SCT-74,209025,544728,Seokchon-dong Tombs,Stone-mound Tomb No. 2,Collapse inside Wooden Chamber Tomb No. 17,Tomb,-,Radpion,RPC-230537,Charcoal,1670,40,-23.3,"Seoul Baekje Museum, 2023, Excavation Report  on the Seokchon-dong Ancient Tomb No. 1, Seoul",-
310,SCT-75,209024,544677,Seokchon-dong Tombs,Dwelling No. 2,Layer 2 of the clay stove interior fill,Dwelling,-,Radpion,RPC-230538,Charcoal,1690,40,-21.4,"Seoul Baekje Museum, 2023, Excavation Report  on the Seokchon-dong Ancient Tomb No. 1, Seoul",-
311,SCT-76,209024,544677,Seokchon-dong Tombs,Dwelling No. 2,Layer 2 of the clay stove interior fill,Dwelling,-,Radpion,RPC-230539,Charcoal,1600,40,-23,"Seoul Baekje Museum, 2023, Excavation Report  on the Seokchon-dong Ancient Tomb No. 1, Seoul",-
312,SCT-77,209023,544692,Seokchon-dong Tombs,Dwelling No. 3,Frontal section of the clay stove,Dwelling,-,Radpion,RPC-230540,Charcoal,1850,40,-23.3,"Seoul Baekje Museum, 2023, Excavation Report  on the Seokchon-dong Ancient Tomb No. 1, Seoul",-
313,SCT-78,209025,544692,Seokchon-dong Tombs,Pit No. 4,Interior Embankment Fill,Pit,-,Radpion,RPC-230541,Charcoal,1660,40,-23.7,"Seoul Baekje Museum, 2023, Excavation Report  on the Seokchon-dong Ancient Tomb No. 1, Seoul",-
314,SCT-79,209023,544720,Seokchon-dong Tombs,Stone-mound Tomb No. 8,-,Tomb,-,Radpion,RPC-210207,Charcoal,1720,30,-27.4,"Seoul Baekje Museum, 2024, Excavation Report  on the Seokchon-dong Ancient Tomb No. 1, Seoul",-
315,SCT-80,209023,544720,Seokchon-dong Tombs,Stone-mound Tomb No. 8,-,Tomb,-,Radpion,RPC-210208,Charcoal,1800,30,-25.1,"Seoul Baekje Museum, 2024, Excavation Report  on the Seokchon-dong Ancient Tomb No. 1, Seoul",-
316,SCT-81,209023,544720,Seokchon-dong Tombs,Stone-mound Tomb No. 8,-,Tomb,-,Radpion,RPC-210209,Charcoal,1760,30,-26.6,"Seoul Baekje Museum, 2024, Excavation Report  on the Seokchon-dong Ancient Tomb No. 1, Seoul",-
317,MCTS-59,210730,547100,"Mongchontoseong North Gate Site, Inner Side (2013-2014)",Unified Silla Dwelling No. 4,1,Dwelling,Mongchon-14-1,Seoul National University,SNU 14-046,Charcoal,1320,40,-,"Seoul Baekje Museum, 2016, Mongchontoseong ",-
318,MCTS-60,210730,547100,"Mongchontoseong North Gate Site, Inner Side (2013-2014)",Unified Silla Dwelling No. 4,2,Dwelling,Mongchon-14-2,Seoul National University,SNU 14-147,Charcoal,1250,60,-,"Seoul Baekje Museum, 2016, Mongchontoseong ",-
319,MCTS-61,210732,547108,"Mongchontoseong North Gate Site, Inner Side (2013-2014)",Unified Silla Dwelling No. 1,Interior posthole,Dwelling,Mongchon-14-3,KIGAM,KGM-OWd150388,Charcoal,1670,30,-26.9,"Seoul Baekje Museum, 2016, Mongchontoseong ",-
320,MCTS-62,210731,547096,"Mongchontoseong North Gate Site, Inner Side (2013-2014)",Unified Silla Dwelling No. 5,"2, Underfloor heating floor(17.02m)",Dwelling,Mongchon-14-4,KIGAM,KMG-OWd150389,Charcoal,1590,30,-26.7,"Seoul Baekje Museum, 2016, Mongchontoseong ",-
321,MCTS-63,210735,547099,"Mongchontoseong North Gate Site, Inner Side (2013-2014)",Unified Silla Dwelling No. 8,Floor surface,Dwelling,Mongchon-14-5,KIGAM,KGM-OWd150390,Charcoal,1260,30,-25,"Seoul Baekje Museum, 2016, Mongchontoseong ",-
322,MCTS-64,210736,547094,"Mongchontoseong North Gate Site, Inner Side (2013-2014)",Unified Silla Dwelling No. 10,"2, Interior posthole No. 5",Dwelling,Mongchon-14-6,KIGAM,KGM-OWd150391,Charcoal,1560,40,-26.6,"Seoul Baekje Museum, 2016, Mongchontoseong ",-
323,MCTS-65,210723,547096,"Mongchontoseong North Gate Site, Inner Side (2013-2014)",Unified Silla Dwelling No. 11,"1, Floor surface",Dwelling,Mongchon-14-7,KIGAM,KGM-OWd150392,Charcoal,1280,30,-24.8,"Seoul Baekje Museum, 2016, Mongchontoseong ",-
324,MCTS-66,210726,547093,"Mongchontoseong North Gate Site, Inner Side (2013-2014)",Unified Silla Dwelling No. 13,Underfloor heating floor,Dwelling,Mongchon-14-8,KIGAM,KGM-OWd150393,Charcoal,1520,30,-25.7,"Seoul Baekje Museum, 2016, Mongchontoseong ",-
325,MCTS-67,210721,547104,"Mongchontoseong North Gate Site, Inner Side (2013-2014)",Unified Silla Dwelling No. 14,Floor surface,Dwelling,Mongchon-14-9,KIGAM,KGM-OWd150394,Charcoal,1360,50,-29.8,"Seoul Baekje Museum, 2016, Mongchontoseong ",-
326,MCTS-68,210741,547091,"Mongchontoseong North Gate Site, Inner Side (2013-2014)",Unified Silla Dwelling No. 16,"2, Underfloor heating floor",Dwelling,Mongchon-14-10,KIGAM,KGM-OWd150395,Charcoal,1300,30,-26.5,"Seoul Baekje Museum, 2016, Mongchontoseong ",-
327,MCTS-69,210753,547072,"Mongchontoseong North Gate Site, Inner Side (2013-2014)",Unified Silla Dwelling No. 17,Baulk removal sample,Dwelling,Mongchon-14-14,KIGAM,KGM-OWd150399,Charcoal,1610,30,-25.5,"Seoul Baekje Museum, 2016, Mongchontoseong ",-
328,PNTS-113,210123,548445,Pungnaptoseong Mirae,Building Ma-1,Post of the East Wall,Building,-,Seoul National University,SNU 12-R265,Charcoal,1780,40,-23.9,"National Research Institute of Cultural Heritage, 2013, Pungnaptoseong ⒱_",-
329,PNTS-114,210111,548430,Pungnaptoseong Mirae,Pit Ma-24,Eastern side,Pit,-,Seoul National University,SNU 12-R264,Charcoal,1700,40,-24.92,"National Research Institute of Cultural Heritage, 2013, Pungnaptoseong ⒱_",-
